interp_r,interp_d,interp_mp1,interp_mp2,interp_sub
14670,10.26809,14.15731,19.75521,
14680,10.2743,14.16182,19.75844,
14690,10.2805,14.16633,19.76167,
14700,10.28671,14.17084,19.76491,
14710,10.29292,14.17536,19.76815,
14720,10.29913,14.17987,19.77139,
14730,10.30534,14.18439,19.77463,
14740,10.31154,14.18891,19.77787,
14750,10.31775,14.19343,19.78111,
14760,10.32396,14.19795,19.78436,
14770,10.33017,14.20248,19.78761,
14780,10.33638,14.207,19.79086,
14790,10.34259,14.21153,19.79411,
14800,10.34881,14.21606,19.79736,
14810,10.35502,14.22059,19.80061,
14820,10.36123,14.22512,19.80387,
14830,10.36744,14.22966,19.80713,
14840,10.37366,14.23419,19.81038,
14850,10.37987,14.23873,19.81364,
14860,10.38608,14.24327,19.81691,
14870,10.3923,14.24781,19.82017,
14880,10.39851,14.25235,19.82344,
14890,10.40473,14.25689,19.8267,
14900,10.41094,14.26144,19.82997,
14910,10.41716,14.26598,19.83324,
14920,10.42338,14.27053,19.83652,
14930,10.42959,14.27508,19.83979,
14940,10.43581,14.27963,19.84307,
14950,10.44203,14.28419,19.84634,
14960,10.44825,14.28874,19.84962,
14970,10.45447,14.2933,19.8529,
14980,10.46069,14.29786,19.85618,
14990,10.46691,14.30241,19.85947,
15000,10.47313,14.30697,19.86275,
15010,10.47935,14.31154,19.86604,
15020,10.48557,14.3161,19.86933,
15030,10.49179,14.32067,19.87262,
15040,10.49801,14.32524,19.87591,
15050,10.50424,14.32981,19.87921,
15060,10.51046,14.33438,19.8825,
15070,10.51668,14.33895,19.8858,
15080,10.52291,14.34352,19.8891,
15090,10.52913,14.34809,19.8924,
15100,10.53535,14.35267,19.8957,
15110,10.54158,14.35725,19.899,
15120,10.5478,14.36183,19.90231,
15130,10.55403,14.36641,19.90561,
15140,10.56026,14.37099,19.90892,
15150,10.56648,14.37558,19.91223,
15160,10.57271,14.38017,19.91554,
15170,10.57894,14.38476,19.91886,
15180,10.58517,14.38935,19.92217,
15190,10.59139,14.39394,19.92549,
15200,10.59762,14.39853,19.92881,
15210,10.60385,14.40312,19.93213,
15220,10.61008,14.40772,19.93545,
15230,10.61631,14.41231,19.93877,
15240,10.62254,14.41691,19.9421,
15250,10.62877,14.42151,19.94542,
15260,10.635,14.42611,19.94875,
15270,10.64124,14.43072,19.95208,
15280,10.64747,14.43532,19.95541,
15290,10.6537,14.43993,19.95875,
15300,10.65993,14.44454,19.96208,
15310,10.66617,14.44915,19.96542,
15320,10.6724,14.45376,19.96875,
15330,10.67864,14.45837,19.97209,
15340,10.68487,14.46298,19.97543,
15350,10.69111,14.4676,19.97878,
15360,10.69734,14.47222,19.98212,
15370,10.70358,14.47684,19.98547,
15380,10.70981,14.48145,19.98881,
15390,10.71605,14.48608,19.99216,
15400,10.72229,14.4907,19.99551,
15410,10.72852,14.49533,19.99887,
15420,10.73476,14.49995,20.00222,
15430,10.741,14.50458,20.00558,
15440,10.74724,14.50921,20.00893,
15450,10.75348,14.51384,20.01229,
15460,10.75972,14.51847,20.01565,
15470,10.76596,14.5231,20.01901,
15480,10.7722,14.52774,20.02238,
15490,10.77844,14.53238,20.02574,
15500,10.78468,14.53702,20.02911,
15510,10.79092,14.54166,20.03248,
15520,10.79716,14.5463,20.03585,
15530,10.80341,14.55094,20.03922,
15540,10.80965,14.55559,20.04259,
15550,10.81589,14.56023,20.04597,
15560,10.82213,14.56488,20.04934,
15570,10.82838,14.56953,20.05272,
15580,10.83462,14.57418,20.0561,
15590,10.84087,14.57883,20.05948,
15600,10.84711,14.58348,20.06286,
15610,10.85336,14.58814,20.06625,
15620,10.8596,14.5928,20.06963,
15630,10.86585,14.59745,20.07302,
15640,10.8721,14.60211,20.07641,
15650,10.87834,14.60677,20.0798,
15660,10.88459,14.61143,20.08319,
15670,10.89084,14.6161,20.08659,
15680,10.89709,14.62076,20.08998,
15690,10.90334,14.62543,20.09338,
15700,10.90958,14.6301,20.09678,
15710,10.91583,14.63477,20.10018,
15720,10.92208,14.63944,20.10358,
15730,10.92833,14.64411,20.10699,
15740,10.93458,14.64879,20.11039,
15750,10.94083,14.65347,20.1138,
15760,10.94709,14.65814,20.1172,
15770,10.95334,14.66282,20.12062,
15780,10.95959,14.6675,20.12403,
15790,10.96584,14.67218,20.12744,
15800,10.97209,14.67686,20.13086,
15810,10.97835,14.68155,20.13427,
15820,10.9846,14.68623,20.13769,
15830,10.99085,14.69092,20.14111,
15840,10.99711,14.69561,20.14453,
15850,11.00336,14.7003,20.14795,
15860,11.00962,14.70499,20.15138,
15870,11.01587,14.70969,20.1548,
15880,11.02213,14.71438,20.15823,
15890,11.02839,14.71908,20.16166,
15900,11.03464,14.72378,20.16509,
15910,11.0409,14.72848,20.16852,
15920,11.04716,14.73318,20.17196,
15930,11.05341,14.73788,20.17539,
15940,11.05967,14.74258,20.17883,
15950,11.06593,14.74729,20.18226,
15960,11.07219,14.752,20.18571,
15970,11.07845,14.7567,20.18915,
15980,11.08471,14.76141,20.19259,
15990,11.09097,14.76612,20.19603,
16000,11.09723,14.77084,20.19948,
16010,11.10349,14.77555,20.20293,
16020,11.10975,14.78026,20.20638,
16030,11.11601,14.78498,20.20983,
16040,11.12227,14.7897,20.21328,
16050,11.12853,14.79442,20.21673,
16060,11.13479,14.79914,20.22019,
16070,11.14106,14.80386,20.22365,
16080,11.14732,14.80859,20.22711,
16090,11.15358,14.81331,20.23057,
16100,11.15985,14.81804,20.23403,
16110,11.16611,14.82277,20.23749,
16120,11.17238,14.82749,20.24096,
16130,11.17864,14.83223,20.24442,
16140,11.18491,14.83696,20.24789,
16150,11.19117,14.84169,20.25136,
16160,11.19744,14.84643,20.25483,
16170,11.2037,14.85116,20.2583,
16180,11.20997,14.8559,20.26178,
16190,11.21624,14.86064,20.26525,
16200,11.2225,14.86538,20.26873,
16210,11.22877,14.87012,20.27221,
16220,11.23504,14.87487,20.27569,
16230,11.24131,14.87961,20.27917,
16240,11.24757,14.88436,20.28265,
16250,11.25384,14.88911,20.28614,
16260,11.26011,14.89386,20.28963,
16270,11.26638,14.89861,20.29311,
16280,11.27265,14.90336,20.2966,
16290,11.27892,14.90811,20.30009,
16300,11.28519,14.91287,20.30359,
16310,11.29147,14.91762,20.30708,
16320,11.29774,14.92238,20.31057,
16330,11.30401,14.92714,20.31407,
16340,11.31028,14.9319,20.31757,
16350,11.31655,14.93666,20.32107,
16360,11.32282,14.94142,20.32457,
16370,11.3291,14.94619,20.32808,
16380,11.33537,14.95095,20.33158,
16390,11.34164,14.95572,20.33509,
16400,11.34792,14.96049,20.3386,
16410,11.35419,14.96526,20.34211,
16420,11.36047,14.97003,20.34562,
16430,11.36674,14.97481,20.34913,
16440,11.37302,14.97958,20.35265,
16450,11.37929,14.98436,20.35616,
16460,11.38557,14.98913,20.35968,
16470,11.39185,14.99391,20.3632,
16480,11.39812,14.99869,20.36672,
16490,11.4044,15.00347,20.37024,
16500,11.41068,15.00825,20.37376,
16510,11.41696,15.01304,20.37729,
16520,11.42323,15.01782,20.38082,
16530,11.42951,15.02261,20.38434,
16540,11.43579,15.0274,20.38787,
16550,11.44207,15.03219,20.39141,
16560,11.44835,15.03698,20.39494,
16570,11.45463,15.04177,20.39847,
16580,11.46091,15.04657,20.40201,
16590,11.46719,15.05136,20.40554,
16600,11.47347,15.05616,20.40908,
16610,11.47975,15.06095,20.41262,
16620,11.48603,15.06575,20.41616,
16630,11.49231,15.07055,20.41971,
16640,11.4986,15.07535,20.42325,
16650,11.50488,15.08016,20.4268,
16660,11.51116,15.08496,20.43035,
16670,11.51744,15.08977,20.43389,
16680,11.52373,15.09458,20.43744,
16690,11.53001,15.09938,20.441,
16700,11.53629,15.10419,20.44455,
16710,11.54258,15.109,20.4481,
16720,11.54886,15.11381,20.45166,
16730,11.55515,15.11863,20.45522,
16740,11.56143,15.12344,20.45878,
16750,11.56772,15.12826,20.46234,
16760,11.57401,15.13308,20.46591,
16770,11.58029,15.1379,20.46947,
16780,11.58658,15.14272,20.47304,
16790,11.59286,15.14754,20.4766,
16800,11.59915,15.15236,20.48017,
16810,11.60544,15.15719,20.48374,
16820,11.61173,15.16202,20.48732,
16830,11.61802,15.16684,20.49089,
16840,11.6243,15.17167,20.49446,
16850,11.63059,15.1765,20.49804,
16860,11.63688,15.18133,20.50162,
16870,11.64317,15.18616,20.5052,
16880,11.64946,15.191,20.50878,
16890,11.65575,15.19583,20.51236,
16900,11.66204,15.20067,20.51594,
16910,11.66833,15.20551,20.51953,
16920,11.67462,15.21035,20.52312,
16930,11.68091,15.21519,20.5267,
16940,11.6872,15.22003,20.53029,
16950,11.6935,15.22487,20.53388,
16960,11.69979,15.22972,20.53748,
16970,11.70608,15.23456,20.54107,
16980,11.71237,15.23941,20.54467,
16990,11.71867,15.24426,20.54826,
17000,11.72496,15.24911,20.55186,
17010,11.73125,15.25396,20.55546,
17020,11.73755,15.25881,20.55906,
17030,11.74384,15.26367,20.56267,
17040,11.75014,15.26852,20.56627,
17050,11.75643,15.27338,20.56988,
17060,11.76273,15.27823,20.57349,
17070,11.76902,15.28309,20.5771,
17080,11.77532,15.28795,20.58071,
17090,11.78161,15.29281,20.58432,
17100,11.78791,15.29768,20.58793,
17110,11.79421,15.30254,20.59155,
17120,11.8005,15.30741,20.59517,
17130,11.8068,15.31227,20.59878,
17140,11.8131,15.31714,20.6024,
17150,11.8194,15.32201,20.60602,
17160,11.82569,15.32688,20.60964,
17170,11.83199,15.33175,20.61327,
17180,11.83829,15.33663,20.61689,
17190,11.84459,15.3415,20.62052,
17200,11.85089,15.34637,20.62415,
17210,11.85719,15.35125,20.62778,
17220,11.86349,15.35613,20.63141,
17230,11.86979,15.36101,20.63504,
17240,11.87609,15.36589,20.63868,
17250,11.88239,15.37077,20.64231,
17260,11.88869,15.37566,20.64595,
17270,11.89499,15.38054,20.64959,
17280,11.90129,15.38542,20.65323,
17290,11.90759,15.39031,20.65687,
17300,11.9139,15.3952,20.66051,
17310,11.9202,15.40009,20.66416,
17320,11.9265,15.40498,20.6678,
17330,11.93281,15.40987,20.67145,
17340,11.93911,15.41477,20.6751,
17350,11.94541,15.41966,20.67875,
17360,11.95172,15.42456,20.6824,
17370,11.95802,15.42945,20.68605,
17380,11.96432,15.43435,20.68971,
17390,11.97063,15.43925,20.69337,
17400,11.97693,15.44415,20.69702,
17410,11.98324,15.44906,20.70068,
17420,11.98955,15.45396,20.70434,
17430,11.99585,15.45887,20.708,
17440,12.00216,15.46377,20.71167,
17450,12.00846,15.46868,20.71533,
17460,12.01477,15.47359,20.719,
17470,12.02108,15.47849,20.72267,
17480,12.02738,15.48341,20.72634,
17490,12.03369,15.48832,20.73001,
17500,12.04,15.49323,20.73368,
17510,12.04631,15.49815,20.73735,
17520,12.05262,15.50306,20.74103,
17530,12.05893,15.50798,20.74471,
17540,12.06523,15.5129,20.74838,
17550,12.07154,15.51782,20.75206,
17560,12.07785,15.52274,20.75574,
17570,12.08416,15.52767,20.75942,
17580,12.09047,15.53259,20.76311,
17590,12.09678,15.53751,20.76679,
17600,12.1031,15.54244,20.77048,
17610,12.10941,15.54736,20.77417,
17620,12.11572,15.55229,20.77785,
17630,12.12203,15.55722,20.78155,
17640,12.12834,15.56215,20.78524,
17650,12.13465,15.56708,20.78893,
17660,12.14096,15.57202,20.79263,
17670,12.14728,15.57695,20.79633,
17680,12.15359,15.58189,20.80002,
17690,12.1599,15.58683,20.80372,
17700,12.16622,15.59177,20.80742,
17710,12.17253,15.59671,20.81112,
17720,12.17884,15.60165,20.81483,
17730,12.18516,15.60659,20.81853,
17740,12.19147,15.61153,20.82224,
17750,12.19779,15.61648,20.82595,
17760,12.2041,15.62142,20.82966,
17770,12.21042,15.62637,20.83337,
17780,12.21673,15.63132,20.83708,
17790,12.22305,15.63626,20.8408,
17800,12.22936,15.64121,20.84451,
17810,12.23568,15.64617,20.84823,
17820,12.242,15.65112,20.85195,
17830,12.24831,15.65607,20.85567,
17840,12.25463,15.66103,20.85939,
17850,12.26095,15.66599,20.86311,
17860,12.26727,15.67094,20.86683,
17870,12.27358,15.6759,20.87056,
17880,12.2799,15.68086,20.87429,
17890,12.28622,15.68582,20.87802,
17900,12.29254,15.69079,20.88174,
17910,12.29886,15.69575,20.88548,
17920,12.30518,15.70072,20.88921,
17930,12.3115,15.70568,20.89294,
17940,12.31782,15.71065,20.89668,
17950,12.32414,15.71562,20.90041,
17960,12.33046,15.72059,20.90415,
17970,12.33678,15.72556,20.90789,
17980,12.3431,15.73053,20.91163,
17990,12.34942,15.7355,20.91537,
18000,12.35574,15.74048,20.91912,
18010,12.36206,15.74545,20.92286,
18020,12.36838,15.75043,20.92661,
18030,12.3747,15.75541,20.93035,
18040,12.38103,15.76039,20.9341,
18050,12.38735,15.76537,20.93785,
18060,12.39367,15.77035,20.9416,
18070,12.39999,15.77533,20.94536,
18080,12.40632,15.78032,20.94911,
18090,12.41264,15.7853,20.95287,
18100,12.41897,15.79029,20.95663,
18110,12.42529,15.79528,20.96039,
18120,12.43161,15.80026,20.96415,
18130,12.43794,15.80525,20.96791,
18140,12.44426,15.81024,20.97167,
18150,12.45059,15.81524,20.97544,
18160,12.45691,15.82023,20.9792,
18170,12.46324,15.82522,20.98297,
18180,12.46956,15.83022,20.98674,
18190,12.47589,15.83522,20.99051,
18200,12.48222,15.84022,20.99428,
18210,12.48854,15.84522,20.99805,
18220,12.49487,15.85022,21.00183,
18230,12.5012,15.85522,21.0056,
18240,12.50752,15.86022,21.00938,
18250,12.51385,15.86523,21.01316,
18260,12.52018,15.87023,21.01694,
18270,12.52651,15.87524,21.02072,
18280,12.53284,15.88025,21.02451,
18290,12.53916,15.88525,21.02829,
18300,12.54549,15.89026,21.03207,
18310,12.55182,15.89527,21.03586,
18320,12.55815,15.90028,21.03965,
18330,12.56448,15.9053,21.04344,
18340,12.57081,15.91031,21.04723,
18350,12.57714,15.91533,21.05102,
18360,12.58347,15.92034,21.05482,
18370,12.5898,15.92536,21.05861,
18380,12.59613,15.93038,21.06241,
18390,12.60246,15.9354,21.0662,
18400,12.60879,15.94042,21.07,
18410,12.61512,15.94545,21.0738,
18420,12.62146,15.95047,21.07761,
18430,12.62779,15.9555,21.08141,
18440,12.63412,15.96052,21.08522,
18450,12.64045,15.96555,21.08902,
18460,12.64678,15.97057,21.09283,
18470,12.65312,15.9756,21.09664,
18480,12.65945,15.98063,21.10045,
18490,12.66578,15.98567,21.10426,
18500,12.67212,15.9907,21.10807,
18510,12.67845,15.99573,21.11189,
18520,12.68478,16.00077,21.1157,
18530,12.69112,16.0058,21.11952,
18540,12.69745,16.01084,21.12334,
18550,12.70379,16.01588,21.12716,
18560,12.71012,16.02092,21.13098,
18570,12.71646,16.02596,21.1348,
18580,12.72279,16.031,21.13863,
18590,12.72913,16.03604,21.14245,
18600,12.73547,16.04109,21.14628,
18610,12.7418,16.04613,21.15011,
18620,12.74814,16.05118,21.15394,
18630,12.75447,16.05622,21.15777,
18640,12.76081,16.06128,21.1616,
18650,12.76715,16.06633,21.16544,
18660,12.77349,16.07138,21.16927,
18670,12.77982,16.07643,21.17311,
18680,12.78616,16.08148,21.17694,
18690,12.7925,16.08653,21.18078,
18700,12.79884,16.09159,21.18462,
18710,12.80517,16.09665,21.18847,
18720,12.81151,16.1017,21.19231,
18730,12.81785,16.10676,21.19615,
18740,12.82419,16.11182,21.2,
18750,12.83053,16.11688,21.20385,
18760,12.83687,16.12194,21.20769,
18770,12.84321,16.127,21.21154,
18780,12.84955,16.13207,21.21539,
18790,12.85589,16.13714,21.21925,
18800,12.86223,16.1422,21.2231,
18810,12.86857,16.14727,21.22695,
18820,12.87491,16.15234,21.23081,
18830,12.88125,16.15741,21.23467,
18840,12.88759,16.16248,21.23853,
18850,12.89394,16.16755,21.24239,
18860,12.90028,16.17262,21.24625,
18870,12.90662,16.17769,21.25012,
18880,12.91296,16.18277,21.25398,
18890,12.9193,16.18785,21.25785,
18900,12.92565,16.19292,21.26171,
18910,12.93199,16.198,21.26558,
18920,12.93833,16.20308,21.26945,
18930,12.94467,16.20816,21.27332,
18940,12.95102,16.21324,21.2772,
18950,12.95736,16.21833,21.28107,
18960,12.96371,16.22341,21.28495,
18970,12.97005,16.2285,21.28883,
18980,12.97639,16.23358,21.2927,
18990,12.98274,16.23867,21.29658,
19000,12.98908,16.24376,21.30046,
19010,12.99543,16.24885,21.30435,
19020,13.00177,16.25394,21.30823,
19030,13.00812,16.25903,21.31211,
19040,13.01446,16.26412,21.316,
19050,13.02081,16.26921,21.31989,
19060,13.02716,16.27431,21.32378,
19070,13.0335,16.27941,21.32767,
19080,13.03985,16.2845,21.33156,
19090,13.0462,16.2896,21.33545,
19100,13.05254,16.2947,21.33934,
19110,13.05889,16.2998,21.34324,
19120,13.06524,16.3049,21.34714,
19130,13.07158,16.31,21.35103,
19140,13.07793,16.31511,21.35493,
19150,13.08428,16.32021,21.35884,
19160,13.09063,16.32531,21.36274,
19170,13.09698,16.33042,21.36664,
19180,13.10333,16.33552,21.37055,
19190,13.10967,16.34063,21.37445,
19200,13.11602,16.34574,21.37836,
19210,13.12237,16.35085,21.38227,
19220,13.12872,16.35596,21.38618,
19230,13.13507,16.36108,21.39009,
19240,13.14142,16.36619,21.394,
19250,13.14777,16.37131,21.39791,
19260,13.15412,16.37642,21.40183,
19270,13.16047,16.38154,21.40575,
19280,13.16682,16.38666,21.40966,
19290,13.17318,16.39178,21.41358,
19300,13.17953,16.3969,21.4175,
19310,13.18588,16.40202,21.42142,
19320,13.19223,16.40714,21.42535,
19330,13.19858,16.41226,21.42927,
19340,13.20493,16.41739,21.4332,
19350,13.21128,16.42251,21.43713,
19360,13.21764,16.42764,21.44106,
19370,13.22399,16.43277,21.44499,
19380,13.23034,16.4379,21.44892,
19390,13.2367,16.44303,21.45285,
19400,13.24305,16.44816,21.45678,
19410,13.2494,16.45329,21.46072,
19420,13.25576,16.45842,21.46465,
19430,13.26211,16.46355,21.46859,
19440,13.26846,16.46869,21.47253,
19450,13.27482,16.47383,21.47647,
19460,13.28117,16.47896,21.48041,
19470,13.28753,16.4841,21.48435,
19480,13.29388,16.48924,21.4883,
19490,13.30024,16.49438,21.49224,
19500,13.30659,16.49952,21.49619,
19510,13.31295,16.50466,21.50014,
19520,13.3193,16.5098,21.50409,
19530,13.32566,16.51495,21.50804,
19540,13.33201,16.5201,21.51199,
19550,13.33837,16.52524,21.51594,
19560,13.34473,16.53039,21.5199,
19570,13.35108,16.53554,21.52385,
19580,13.35744,16.54069,21.52781,
19590,13.3638,16.54583,21.53176,
19600,13.37015,16.55098,21.53572,
19610,13.37651,16.55614,21.53969,
19620,13.38287,16.56129,21.54365,
19630,13.38923,16.56644,21.54761,
19640,13.39558,16.5716,21.55158,
19650,13.40194,16.57676,21.55555,
19660,13.4083,16.58192,21.55951,
19670,13.41466,16.58708,21.56348,
19680,13.42102,16.59224,21.56745,
19690,13.42738,16.59739,21.57142,
19700,13.43373,16.60255,21.5754,
19710,13.44009,16.60772,21.57937,
19720,13.44645,16.61288,21.58335,
19730,13.45281,16.61804,21.58732,
19740,13.45917,16.62321,21.5913,
19750,13.46553,16.62838,21.59528,
19760,13.47189,16.63354,21.59926,
19770,13.47825,16.63871,21.60324,
19780,13.48461,16.64388,21.60722,
19790,13.49098,16.64905,21.6112,
19800,13.49734,16.65422,21.61519,
19810,13.5037,16.6594,21.61917,
19820,13.51006,16.66457,21.62316,
19830,13.51642,16.66974,21.62715,
19840,13.52278,16.67492,21.63114,
19850,13.52914,16.6801,21.63514,
19860,13.53551,16.68528,21.63913,
19870,13.54187,16.69046,21.64312,
19880,13.54823,16.69563,21.64712,
19890,13.55459,16.70081,21.65112,
19900,13.56096,16.70599,21.65511,
19910,13.56732,16.71118,21.65911,
19920,13.57368,16.71636,21.66311,
19930,13.58005,16.72155,21.66711,
19940,13.58641,16.72673,21.67112,
19950,13.59277,16.73192,21.67512,
19960,13.59914,16.73711,21.67913,
19970,13.6055,16.74229,21.68314,
19980,13.61187,16.74748,21.68714,
19990,13.61823,16.75267,21.69115,
20000,13.6246,16.75786,21.69517,